1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e+00,1.100000000000000000e+01
7.000000000000000000e+00,1.852386114276841411e+01
1.100000000000000000e+01,3.725088874147403573e+01
1.900000000000000000e+01,8.618981764466177253e+01
2.300000000000000000e+01,1.152052741479186295e+02
2.500000000000000000e+01,1.307935167633599463e+02
2.700000000000000000e+01,1.470238601921712700e+02
2.900000000000000000e+01,1.637437337942955935e+02
3.100000000000000000e+01,1.809185969731385910e+02
3.700000000000000000e+01,2.358162061580592024e+02
9.000000000000000000e+00,2.732719096564782291e+01
1.300000000000000000e+01,4.816843261683458621e+01
1.500000000000000000e+01,6.004169611307420240e+01
1.700000000000000000e+01,7.276302366959616563e+01
3.300000000000000000e+01,1.987186058730807474e+02
3.500000000000000000e+01,2.168412505594271522e+02
4.700000000000000000e+01,3.365874879789441820e+02
4.900000000000000000e+01,3.580640728566039570e+02
5.500000000000000000e+01,4.230394444796752964e+02
4.300000000000000000e+01,2.951122319751954137e+02
2.100000000000000000e+01,1.003981229275225076e+02
9.100000000000000000e+01,8.818936905790837955e+02
9.300000000000000000e+01,9.103026237328563184e+02
9.500000000000000000e+01,9.393752299202942595e+02
1.150000000000000000e+02,1.231531720772331937e+03
1.710000000000000000e+02,2.154176374077112541e+03
1.750000000000000000e+02,2.217822916666666515e+03
1.890000000000000000e+02,2.455980411853340229e+03
1.930000000000000000e+02,2.539203460933403221e+03
1.950000000000000000e+02,2.565728317659352342e+03
3.900000000000000000e+01,2.549074813531228756e+02
4.100000000000000000e+01,2.750443411990056006e+02
5.700000000000000000e+01,4.468826369794111883e+02
5.900000000000000000e+01,4.703286082474226646e+02
6.100000000000000000e+01,4.944985911202497846e+02
6.300000000000000000e+01,5.180962974733831743e+02
6.500000000000000000e+01,5.412141554782032244e+02
2.610000000000000000e+02,3.861927272727272793e+03
2.810000000000000000e+02,4.289689175769613030e+03
2.850000000000000000e+02,4.343041095890411270e+03
2.890000000000000000e+02,4.400057971014492978e+03
2.910000000000000000e+02,4.459785557986871027e+03
2.970000000000000000e+02,4.626919739696312718e+03
2.990000000000000000e+02,4.631404494382022676e+03
3.370000000000000000e+02,5.381176870748299734e+03
3.390000000000000000e+02,5.454138927097661508e+03
3.530000000000000000e+02,5.706846390168971084e+03
3.550000000000000000e+02,5.719613293051359506e+03
4.500000000000000000e+01,3.155619693591993382e+02
5.100000000000000000e+01,3.794257572306991619e+02
5.300000000000000000e+01,4.015670916818457954e+02
7.300000000000000000e+01,6.415534527884034333e+02
6.900000000000000000e+01,5.907712042362823013e+02
7.100000000000000000e+01,6.163422373780430235e+02
9.900000000000000000e+01,1.000929988331388586e+03
1.030000000000000000e+02,1.053068561278863172e+03
1.530000000000000000e+02,1.836955132562882454e+03
1.570000000000000000e+02,1.913636891793754558e+03
1.590000000000000000e+02,1.937031148134733712e+03
1.610000000000000000e+02,1.966564262175027352e+03
1.630000000000000000e+02,2.009717023675309974e+03
2.370000000000000000e+02,3.369618287373004478e+03
2.670000000000000000e+02,3.931155251141552526e+03
7.500000000000000000e+01,6.677347844463229194e+02
7.700000000000000000e+01,6.920975504010405075e+02
1.070000000000000000e+02,1.112448929315899250e+03
1.010000000000000000e+02,1.026261301369863077e+03
1.190000000000000000e+02,1.289088075880758879e+03
1.210000000000000000e+02,1.324897150799166184e+03
1.230000000000000000e+02,1.360294202549915781e+03
8.300000000000000000e+01,7.747563627378305000e+02
8.500000000000000000e+01,8.009905163329821107e+02
1.330000000000000000e+02,1.510876092136616307e+03
1.370000000000000000e+02,1.575147690497205076e+03
1.410000000000000000e+02,1.633752110977080747e+03
1.430000000000000000e+02,1.673159424820256390e+03
1.450000000000000000e+02,1.711318622848200221e+03
2.690000000000000000e+02,3.991670465337132100e+03
2.710000000000000000e+02,4.025233690360272703e+03
3.110000000000000000e+02,4.812423645320197465e+03
1.090000000000000000e+02,1.139924333787201022e+03
1.170000000000000000e+02,1.266715622910630600e+03
1.130000000000000000e+02,1.201909851495503062e+03
2.310000000000000000e+02,3.225875536480686606e+03
2.330000000000000000e+02,3.253680027643400081e+03
8.700000000000000000e+01,8.267965045386804377e+02
8.900000000000000000e+01,8.581780133928571104e+02
1.110000000000000000e+02,1.175930921052631675e+03
8.100000000000000000e+01,7.455550556476438260e+02
2.270000000000000000e+02,3.176530040053404718e+03
2.290000000000000000e+02,3.221965421853388762e+03
1.270000000000000000e+02,1.415383261035978649e+03
1.290000000000000000e+02,1.451901920614596747e+03
1.350000000000000000e+02,1.541898575020955604e+03
3.670000000000000000e+02,6.043266881028938769e+03
3.690000000000000000e+02,6.116660839160838805e+03
3.890000000000000000e+02,6.579361111111111313e+03
4.210000000000000000e+02,7.317903640256959079e+03
4.670000000000000000e+02,8.400684478371500518e+03
7.290000000000000000e+02,1.508640119760478956e+04
7.550000000000000000e+02,1.529014117647058811e+04
6.700000000000000000e+01,5.657241590214067628e+02
8.930000000000000000e+02,2.005303539823008759e+04
8.990000000000000000e+02,1.954853043478260952e+04
