1.638400000000000000e+04,1.213603184597243908e-08
1.000000000000000000e+00,9.972755462323341646e-01
2.000000000000000000e+00,5.284619500979505441e-04
3.000000000000000000e+00,2.192660094669543177e-04
4.000000000000000000e+00,1.285705136951150070e-04
5.000000000000000000e+00,8.322730741129697406e-05
6.000000000000000000e+00,6.141508754872660369e-05
7.000000000000000000e+00,5.657642537000791597e-05
8.000000000000000000e+00,3.262638870814556176e-05
9.000000000000000000e+00,3.421674391350966997e-05
1.000000000000000000e+01,2.913556029656842026e-05
1.100000000000000000e+01,2.718125476849696815e-05
1.200000000000000000e+01,2.088628428422739403e-05
1.300000000000000000e+01,1.979262234763417091e-05
1.400000000000000000e+01,2.032535158309125303e-05
1.500000000000000000e+01,1.658900735151380002e-05
1.600000000000000000e+01,1.745275566135678975e-05
1.700000000000000000e+01,1.759646992082750984e-05
1.800000000000000000e+01,1.588343018286960876e-05
1.900000000000000000e+01,2.069700941302913831e-05
2.000000000000000000e+01,1.713527354963103420e-05
2.100000000000000000e+01,1.403252636492767666e-05
2.200000000000000000e+01,1.556633417313439165e-05
2.300000000000000000e+01,1.322628307684818991e-05
2.400000000000000000e+01,9.950905624417923469e-06
2.500000000000000000e+01,1.416401301823934932e-05
2.600000000000000000e+01,1.749164329865542276e-05
2.700000000000000000e+01,1.867128812776462266e-05
2.800000000000000000e+01,1.233439393104153185e-05
2.900000000000000000e+01,8.992091956799977615e-06
3.000000000000000000e+01,1.080686363637836754e-05
3.100000000000000000e+01,7.536294996235269554e-06
3.200000000000000000e+01,8.107083138981973223e-06
3.300000000000000000e+01,8.868599060375894239e-06
3.400000000000000000e+01,8.460734252975417199e-06
3.500000000000000000e+01,6.229497032811217493e-06
3.600000000000000000e+01,1.053862268940770811e-05
3.700000000000000000e+01,7.682648169843981582e-06
3.800000000000000000e+01,7.356703224813684473e-06
3.900000000000000000e+01,9.454730764501660006e-06
4.000000000000000000e+01,6.917646970078046014e-06
4.100000000000000000e+01,7.037886534666122438e-06
4.200000000000000000e+01,6.555644583639352340e-06
4.300000000000000000e+01,6.730116268692640318e-06
4.400000000000000000e+01,6.265157042538597318e-06
4.500000000000000000e+01,7.883320032219196254e-06
4.600000000000000000e+01,1.232293818989357289e-05
4.700000000000000000e+01,6.250118876207693284e-06
4.800000000000000000e+01,6.784119847471541207e-06
4.900000000000000000e+01,5.055100101047202120e-06
5.000000000000000000e+01,4.450348631535691900e-06
5.100000000000000000e+01,6.343036976429181816e-06
5.200000000000000000e+01,5.716049001389958058e-06
5.300000000000000000e+01,6.675833995627633908e-06
5.400000000000000000e+01,3.144228291547521812e-06
5.500000000000000000e+01,6.577239510350798551e-06
5.600000000000000000e+01,7.573421251966587725e-06
5.700000000000000000e+01,4.660652274251136373e-06
5.800000000000000000e+01,4.618038296297601305e-06
5.900000000000000000e+01,5.981730923533577700e-06
6.000000000000000000e+01,5.757123349197986543e-06
6.100000000000000000e+01,4.192551478663075873e-06
6.200000000000000000e+01,5.326883274663439274e-06
6.300000000000000000e+01,3.761741972632513085e-06
6.400000000000000000e+01,4.197528583559568674e-06
6.500000000000000000e+01,6.517418757294886706e-06
6.600000000000000000e+01,6.486860509170943418e-06
6.700000000000000000e+01,4.901662650517254907e-06
6.800000000000000000e+01,4.392777891980731226e-06
6.900000000000000000e+01,4.329276907596916376e-06
7.000000000000000000e+01,3.509507001867124474e-06
7.100000000000000000e+01,4.592341807696846161e-06
7.200000000000000000e+01,3.751118872333931966e-06
7.300000000000000000e+01,3.402815951988888734e-06
7.400000000000000000e+01,4.949588250279207845e-06
7.500000000000000000e+01,3.035576299286576548e-06
7.600000000000000000e+01,4.322252543421035946e-06
7.700000000000000000e+01,2.791155121586315991e-06
7.800000000000000000e+01,8.728486017729332577e-06
7.900000000000000000e+01,4.904905968760992066e-06
8.000000000000000000e+01,5.536905116074342188e-06
8.100000000000000000e+01,3.463112331767609081e-06
8.200000000000000000e+01,3.009188388865341714e-06
8.300000000000000000e+01,2.646304946793455911e-06
8.400000000000000000e+01,2.923600056074190390e-06
8.500000000000000000e+01,4.179680522584923946e-06
8.600000000000000000e+01,8.604670695513208861e-06
8.700000000000000000e+01,2.178726521331435900e-06
8.800000000000000000e+01,3.049752563613222613e-06
8.900000000000000000e+01,1.522752595241364517e-06
9.000000000000000000e+01,2.583781762303796683e-06
9.100000000000000000e+01,2.333788362791837239e-06
9.200000000000000000e+01,4.940603637957680154e-06
9.300000000000000000e+01,2.843537859066176328e-06
9.400000000000000000e+01,2.528106659618651373e-06
9.500000000000000000e+01,3.018700516409806575e-06
9.600000000000000000e+01,5.952059836470101316e-06
9.700000000000000000e+01,2.624528059891272482e-06
9.800000000000000000e+01,3.866854423973451487e-06
9.900000000000000000e+01,3.709993387075231237e-06
1.000000000000000000e+02,1.459260368310424834e-06
1.010000000000000000e+02,2.841773397304688765e-06
1.020000000000000000e+02,3.836330928418686242e-06
1.030000000000000000e+02,3.276731636190267627e-06
1.040000000000000000e+02,4.254806652982929536e-06
1.050000000000000000e+02,2.546413655532141640e-06
1.060000000000000000e+02,3.926015720988559062e-06
1.070000000000000000e+02,1.318409832318029145e-06
1.080000000000000000e+02,2.037095754077124891e-06
1.090000000000000000e+02,3.258131061592839739e-06
1.100000000000000000e+02,4.121492848120053947e-06
1.110000000000000000e+02,1.925838122139968233e-06
1.120000000000000000e+02,2.079475125332993250e-06
1.130000000000000000e+02,1.999924754681785201e-06
1.140000000000000000e+02,2.783366646606690556e-06
1.150000000000000000e+02,1.929917031090763381e-06
1.160000000000000000e+02,3.209305087412416373e-06
1.170000000000000000e+02,2.626849663796851581e-06
1.180000000000000000e+02,1.538570834026703825e-06
1.190000000000000000e+02,2.077704802639206510e-06
1.200000000000000000e+02,2.907001773058660681e-06
1.210000000000000000e+02,1.194217124462170192e-06
1.220000000000000000e+02,1.617842734175894655e-06
1.230000000000000000e+02,2.640286324271031796e-06
1.240000000000000000e+02,3.670353904723934616e-06
1.250000000000000000e+02,5.072536092191736267e-06
1.260000000000000000e+02,3.896780864637292073e-06
1.270000000000000000e+02,3.359916449365288533e-06
1.280000000000000000e+02,3.932409434709611967e-06
1.290000000000000000e+02,1.691415216064573290e-06
1.300000000000000000e+02,2.365089703925782069e-06
1.310000000000000000e+02,4.039970440866220565e-06
1.320000000000000000e+02,4.025111600386603151e-06
1.330000000000000000e+02,2.262603690876035133e-06
